customer_id,age,gender,province,region,jewelry_category,material,karat_purity,weight_grams,has_gemstone,occasion,purchase_amount_vnd,estimated_monthly_income_vnd,review_rating,membership_status,discount_applied,promo_code_used,payment_method,shipping_type,purchase_channel,previous_purchases,frequency_of_purchases,recency_proxy_days,monetary_est_vnd,clv_est_vnd,next_period_spend_est_vnd,churn,cluster,cluster_name,churn_proba
2104,24,Nữ,Đà Nẵng,Miền Trung,Vòng tay,Vàng 24K,24,13.97,1,Sinh nhật,32417000.0,18151000.0,4.4,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,4,Hàng năm,396.0,25934000.0,25967714.0,1982019.0,1,2,Khách hàng có nguy cơ rời bỏ,0.4038619472237385
2105,59,Nữ,Bình Định,Miền Trung,Lắc chân,Vàng 24K,24,11.58,0,Tự mua sắm,25560000.0,26931000.0,2.9,Không,Không,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Tại cửa hàng,28,Hàng quý,96.0,143136000.0,131083949.0,5753583.0,0,1,Khách hàng VIP (giá trị cao nhất),0.4275612335331436
2106,31,Nữ,TP. Hồ Chí Minh,Miền Nam,Nhẫn,Vàng 24K,24,6.26,0,Tự mua sắm,13812000.0,10767000.0,3.8,Không,Không,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,12,Hai tuần một lần,14.0,33149000.0,32058398.0,33954438.0,0,0,Khách hàng phổ thông / mới,0.40278774254602967
2107,54,Nữ,Kiên Giang,Miền Nam,Bông tai,Vàng 18K,18,4.99,0,Tự mua sắm,7125000.0,6000000.0,4.6,Có,Có,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,2,Hàng quý,78.0,2850000.0,3493815.0,2926056.0,0,0,Khách hàng phổ thông / mới,0.16918509736785606
2108,24,Nữ,Long An,Miền Nam,Dây chuyền,Vàng 18K,18,10.3,0,Cưới hỏi,14742000.0,19885000.0,3.5,Không,Có,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,1,Hàng năm,389.0,2948000.0,2800600.0,952315.0,1,2,Khách hàng có nguy cơ rời bỏ,0.4783076247503114
2109,31,Nữ,Quảng Ngãi,Miền Trung,Dây chuyền,Bạc,5,7.45,0,Sinh nhật,607000.0,31695000.0,3.8,Có,Không,Có,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,12,Nửa năm một lần,176.0,1457000.0,1705710.0,87269.0,0,0,Khách hàng phổ thông / mới,0.1438716157577839
2110,31,Nữ,Đắk Lắk,Miền Trung,Dây chuyền,Bạc,5,14.55,1,Cưới hỏi,5412000.0,18503000.0,4.3,Có,Có,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,3,Hàng quý,80.0,3247000.0,3913284.0,2440633.0,0,0,Khách hàng phổ thông / mới,0.17668491024810903
2111,31,Nữ,Gia Lai,Miền Trung,Dây chuyền,Vàng 24K,24,3.98,0,Cưới hỏi,8572000.0,22632000.0,2.9,Không,Có,Không,Tiền mặt,Nhận tại cửa hàng,Online,5,Hàng năm,401.0,8572000.0,7850238.0,503999.0,1,2,Khách hàng có nguy cơ rời bỏ,0.6034105829016018
2112,50,Nữ,Bình Định,Miền Trung,Vòng tay,Bạc,5,17.13,0,Cưới hỏi,849000.0,20443000.0,3.3,Không,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,7,Hàng quý,86.0,1189000.0,1115995.0,383733.0,0,0,Khách hàng phổ thông / mới,0.6544449448045747
2113,61,Nữ,Hà Nội,Miền Bắc,Nhẫn,Vàng đính đá quý,18,3.18,1,Tự mua sắm,5653000.0,26879000.0,3.3,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,22,Nửa năm một lần,188.0,24873000.0,23345798.0,755838.0,1,3,Khách hàng trung thành,0.6256498974901179
2114,61,Nữ,TP. Hồ Chí Minh,Miền Nam,Dây chuyền,Vàng 24K,24,10.29,0,Quà tặng người yêu,22206000.0,19599000.0,4.8,Có,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Tại cửa hàng,17,Hàng quý,81.0,75500000.0,93597350.0,9169520.0,0,3,Khách hàng trung thành,0.24147719303313
2115,53,Nữ,TP. Hồ Chí Minh,Miền Nam,Bông tai,Bạc,5,5.91,0,Quà tặng người yêu,300000.0,20664000.0,2.8,Không,Không,Có,Thẻ tín dụng,Giao hàng nhanh,Tại cửa hàng,24,Hàng tháng,27.0,1440000.0,1310544.0,313616.0,0,3,Khách hàng trung thành,0.4283332992747058
2116,27,Nữ,Khánh Hòa,Miền Trung,Vòng tay,Vàng 24K,24,17.63,0,Tự mua sắm,38196000.0,31087000.0,3.4,Không,Không,Không,Tiền mặt,Giao hàng nhanh,Online,10,Hàng tháng,30.0,76392000.0,72136966.0,42343082.0,0,3,Khách hàng trung thành,0.5437446004741368
2117,64,Nữ,Bà Rịa - Vũng Tàu,Miền Nam,Nhẫn,Bạc,5,7.03,0,Quà tặng người yêu,626000.0,29848000.0,4.9,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,3,Hàng năm,315.0,376000.0,387205.0,53780.0,1,2,Khách hàng có nguy cơ rời bỏ,0.5316059598735879
2118,44,Nữ,TP. Hồ Chí Minh,Miền Nam,Dây chuyền,Bạch kim,20,12.88,0,Quà tặng gia đình,23912000.0,15798000.0,4.6,Có,Không,Không,Tiền mặt,Giao hàng nhanh,Tại cửa hàng,17,Hàng năm,378.0,81301000.0,99666896.0,1842168.0,0,2,Khách hàng có nguy cơ rời bỏ,0.24382520411434408
2119,44,Nữ,Thanh Hóa,Miền Trung,Dây chuyền,Vàng 24K,24,8.45,0,Cưới hỏi,18267000.0,15981000.0,4.2,Không,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,29,Hàng tháng,26.0,105949000.0,104878915.0,21232552.0,0,1,Khách hàng VIP (giá trị cao nhất),0.5646668095751588
2120,51,Nữ,Hà Nội,Miền Bắc,Bông tai,Vàng 18K,18,2.97,0,Quà tặng người yêu,4998000.0,16888000.0,3.9,Không,Không,Có,Tiền mặt,Nhận tại cửa hàng,Online,20,Hàng tháng,30.0,19992000.0,19448218.0,4096392.0,0,3,Khách hàng trung thành,0.3999314739639845
2121,54,Nam,Hà Nội,Miền Bắc,Trang sức bộ,Vàng đính đá quý,18,22.96,1,Lễ/Tết,40589000.0,13373000.0,4.6,Có,Có,Có,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,8,Hai tuần một lần,13.0,64942000.0,79612398.0,106157256.0,0,0,Khách hàng phổ thông / mới,0.05194394568793506
2122,63,Nữ,Thanh Hóa,Miền Trung,Vòng tay,Vàng 18K,18,9.28,0,Tự mua sắm,13392000.0,17914000.0,4.9,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,1,Nửa năm một lần,172.0,2678000.0,2757804.0,2120035.0,0,0,Khách hàng phổ thông / mới,0.24480192355034694
2123,45,Nữ,Đà Nẵng,Miền Trung,Bông tai,Bạc,5,3.39,1,Lễ/Tết,4283000.0,19850000.0,4.8,Không,Không,Có,Thẻ tín dụng,Giao hàng nhanh,Online,3,Hàng quý,97.0,2570000.0,2631937.0,1270133.0,0,0,Khách hàng phổ thông / mới,0.3306159780700157
2124,47,Nữ,Quảng Ninh,Miền Bắc,Nhẫn,Bạc,5,2.32,0,Sinh nhật,513000.0,15406000.0,4.1,Có,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,26,Hàng quý,89.0,2668000.0,3178655.0,141971.0,0,3,Khách hàng trung thành,0.27763232769739626
2125,53,Nam,Thái Nguyên,Miền Bắc,Trang sức bộ,Vàng 24K,24,32.31,0,Cưới hỏi,61916000.0,24760000.0,4.3,Không,Có,Có,Thẻ tín dụng,Giao hàng nhanh,Tại cửa hàng,9,Hai tuần một lần,13.0,111449000.0,110958624.0,76982536.0,0,1,Khách hàng VIP (giá trị cao nhất),0.17353636245501322
2126,30,Nữ,Nam Định,Miền Bắc,Dây chuyền,Bạch kim,20,11.83,0,Tự mua sắm,19090000.0,8085000.0,4.4,Không,Có,Có,Tiền mặt,Nhận tại cửa hàng,Tại cửa hàng,2,Hai tuần một lần,14.0,7636000.0,7645927.0,39500551.0,0,0,Khách hàng phổ thông / mới,0.16649176550953756
2127,32,Nữ,Đồng Nai,Miền Nam,Dây chuyền,Bạc,5,3.74,0,Sinh nhật,518000.0,11661000.0,4.5,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,11,Hàng năm,353.0,1140000.0,1147980.0,63140.0,1,2,Khách hàng có nguy cơ rời bỏ,0.33818908666793396
2128,48,Nữ,Bình Dương,Miền Nam,Nhẫn,Vàng 24K,24,5.79,0,Sinh nhật,11911000.0,25494000.0,4.3,Không,Có,Có,Tiền mặt,Giao hàng nhanh,Online,27,Nửa năm một lần,184.0,64319000.0,64035996.0,2216279.0,0,3,Khách hàng trung thành,0.22635233751717498
2129,21,Nam,Nghệ An,Miền Trung,Nhẫn,Vàng đính đá quý,18,6.43,1,Cưới hỏi,13635000.0,32566000.0,2.9,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,13,Hàng tháng,31.0,35451000.0,32466026.0,13149415.0,0,0,Khách hàng phổ thông / mới,0.5012751579175956
2130,33,Nữ,Quảng Ninh,Miền Bắc,Bông tai,Vàng 18K,18,5.31,0,Cưới hỏi,8625000.0,21750000.0,4.4,Có,Không,Có,Tiền mặt,Giao hàng tiêu chuẩn,Online,30,Hàng tháng,28.0,51750000.0,62726175.0,8803781.0,0,3,Khách hàng trung thành,0.2105794771919469
2131,52,Nữ,Hải Phòng,Miền Bắc,Dây chuyền,Bạch kim,20,6.95,0,Quà tặng người yêu,13539000.0,15280000.0,3.5,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,16,Hàng tháng,28.0,43325000.0,41158750.0,14564732.0,0,3,Khách hàng trung thành,0.5898366272211389
2132,64,Nữ,Hà Nội,Miền Bắc,Dây chuyền,Vàng 24K,24,10.57,0,Tự mua sắm,23279000.0,14048000.0,3.0,Không,Không,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,28,Hai tuần một lần,15.0,130362000.0,120128583.0,51143099.0,0,1,Khách hàng VIP (giá trị cao nhất),0.6178436580611628
2133,42,Nữ,Nghệ An,Miền Trung,Nhẫn,Vàng 24K,24,3.29,0,Cưới hỏi,7267000.0,17893000.0,2.8,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Tại cửa hàng,7,Hai tuần một lần,13.0,10174000.0,9259357.0,13205598.0,0,0,Khách hàng phổ thông / mới,0.7048375577740427
2134,37,Nam,Hà Nội,Miền Bắc,Trang sức bộ,Bạch kim,20,31.22,0,Quà tặng gia đình,51470000.0,29086000.0,3.1,Không,Có,Có,Tiền mặt,Giao hàng nhanh,Online,17,Nửa năm một lần,190.0,174998000.0,162258146.0,9756907.0,0,1,Khách hàng VIP (giá trị cao nhất),0.30218108689940765
2135,39,Nữ,Lào Cai,Miền Bắc,Bông tai,Bạc,5,5.38,1,Cưới hỏi,3226000.0,23940000.0,3.8,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,15,Hàng tháng,34.0,9678000.0,9359594.0,3213007.0,1,0,Khách hàng phổ thông / mới,0.6055677854921109
2136,50,Nam,Kiên Giang,Miền Nam,Trang sức bộ,Vàng 18K,18,11.91,0,Sinh nhật,19545000.0,12341000.0,3.1,Có,Không,Có,Tiền mặt,Nhận tại cửa hàng,Online,24,Hàng quý,98.0,93816000.0,105299078.0,6756627.0,0,1,Khách hàng VIP (giá trị cao nhất),0.25451238194724196
2137,44,Nữ,Khánh Hòa,Miền Trung,Lắc chân,Bạch kim,20,5.57,0,Cưới hỏi,10845000.0,23176000.0,4.2,Không,Không,Có,Tiền mặt,Nhận tại cửa hàng,Tại cửa hàng,5,Hàng quý,84.0,10845000.0,10735466.0,4178910.0,0,0,Khách hàng phổ thông / mới,0.3737677135307464
2138,19,Nữ,Cần Thơ,Miền Nam,Trang sức bộ,Bạc,5,12.57,0,Tự mua sắm,1227000.0,29183000.0,4.9,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Tại cửa hàng,6,Hàng quý,77.0,1472000.0,1515866.0,479740.0,0,0,Khách hàng phổ thông / mới,0.3079634735978472
2139,43,Nữ,Bắc Ninh,Miền Bắc,Vòng tay,Vàng 18K,18,10.98,0,Lễ/Tết,17736000.0,28846000.0,2.6,Không,Không,Có,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,7,Hàng quý,84.0,24830000.0,22314721.0,7101463.0,0,0,Khách hàng phổ thông / mới,0.4687184035982748
2140,37,Nam,Hưng Yên,Miền Bắc,Nhẫn,Bạch kim,20,1.53,1,Sinh nhật,7217000.0,29534000.0,2.8,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Tại cửa hàng,29,Hàng năm,311.0,41859000.0,38095876.0,770335.0,0,2,Khách hàng có nguy cơ rời bỏ,0.6543257272560048
2141,51,Nam,Kiên Giang,Miền Nam,Dây chuyền,Bạc,5,12.39,0,Cưới hỏi,844000.0,26662000.0,3.1,Không,Có,Có,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,27,Hàng tháng,31.0,4558000.0,4226178.0,764723.0,0,3,Khách hàng trung thành,0.38523760088673287
2142,60,Nam,Nghệ An,Miền Trung,Dây chuyền,Bạc,5,8.18,1,Tự mua sắm,3616000.0,20389500.0,4.5,Không,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,1,Nửa năm một lần,180.0,723000.0,728061.0,540442.0,1,0,Khách hàng phổ thông / mới,0.6553155746162341
2143,64,Nam,TP. Hồ Chí Minh,Miền Nam,Bông tai,Bạch kim,20,3.67,1,Quà tặng người yêu,7691000.0,16188000.0,3.2,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Online,13,Hàng tháng,31.0,19997000.0,18655201.0,7579362.0,0,0,Khách hàng phổ thông / mới,0.4898971454873369
2144,47,Nữ,Tây Ninh,Miền Nam,Nhẫn,Bạc,5,6.33,0,Tự mua sắm,300000.0,32997000.0,3.0,Có,Không,Không,Tiền mặt,Giao hàng nhanh,Tại cửa hàng,17,Hàng tháng,33.0,1020000.0,1137810.0,348770.0,0,0,Khách hàng phổ thông / mới,0.3978195948772268
2145,35,Nam,Bình Định,Miền Trung,Nhẫn,Vàng đính đá quý,18,6.13,1,Tự mua sắm,12316000.0,17719000.0,2.9,Không,Không,Không,Thẻ tín dụng,Giao hàng nhanh,Online,27,Hai tuần một lần,13.0,66506000.0,60906195.0,22082419.0,0,3,Khách hàng trung thành,0.6870116988549563
2146,39,Nữ,Vĩnh Phúc,Miền Bắc,Bông tai,Bạch kim,20,2.57,0,Cưới hỏi,4588000.0,7064000.0,2.9,Không,Có,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Tại cửa hàng,14,Nửa năm một lần,175.0,12846000.0,11764367.0,578753.0,1,0,Khách hàng phổ thông / mới,0.5200078402065261
2147,26,Nam,Bình Định,Miền Trung,Nhẫn,Vàng 18K,18,6.59,0,Tự mua sắm,10234000.0,23805000.0,4.3,Không,Không,Có,Chuyển khoản ngân hàng,Giao hàng nhanh,Tại cửa hàng,24,Hàng quý,89.0,49123000.0,48906859.0,3551969.0,0,3,Khách hàng trung thành,0.470907819910417
2148,62,Nam,Hà Nội,Miền Bắc,Nhẫn,Vàng 18K,18,5.66,0,Tự mua sắm,9179000.0,29154000.0,4.3,Có,Không,Không,Tiền mặt,Nhận tại cửa hàng,Tại cửa hàng,24,Nửa năm một lần,197.0,44059000.0,53099907.0,1410621.0,0,3,Khách hàng trung thành,0.2940266992015967
2149,58,Nữ,Hải Phòng,Miền Bắc,Nhẫn,Vàng đính đá quý,18,2.92,1,Quà tặng người yêu,8468000.0,20917000.0,3.3,Không,Không,Không,Tiền mặt,Nhận tại cửa hàng,Online,16,Hàng tháng,30.0,27098000.0,25434183.0,8732214.0,0,3,Khách hàng trung thành,0.6234932611966988
2150,58,Nữ,Hà Nội,Miền Bắc,Bông tai,Vàng đính đá quý,18,1.15,1,Cưới hỏi,4837000.0,25328000.0,3.6,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,23,Nửa năm một lần,166.0,22250000.0,21264325.0,912542.0,1,3,Khách hàng trung thành,0.6305513272883558
2151,33,Nữ,Bà Rịa - Vũng Tàu,Miền Nam,Nhẫn,Vàng 24K,24,6.42,0,Sinh nhật,12709000.0,14183000.0,4.1,Không,Có,Không,Tiền mặt,Giao hàng nhanh,Online,3,Hàng tuần,8.0,7625000.0,7504525.0,36595194.0,0,0,Khách hàng phổ thông / mới,0.31950563616645505
2152,33,Nữ,TP. Hồ Chí Minh,Miền Nam,Nhẫn,Vàng 18K,18,2.58,0,Tự mua sắm,4425000.0,16730000.0,4.9,Không,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,10,Hàng tháng,26.0,8850000.0,9113730.0,6475011.0,0,0,Khách hàng phổ thông / mới,0.5043141457072765
2153,59,Nữ,Vĩnh Phúc,Miền Bắc,Nhẫn,Vàng 18K,18,2.23,0,Tự mua sắm,3748000.0,8878000.0,4.4,Có,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,26,Nửa năm một lần,190.0,19490000.0,23623829.0,421258.0,0,3,Khách hàng trung thành,0.3256912439439198
2154,44,Nữ,Nam Định,Miền Bắc,Bông tai,Vàng đính đá quý,18,3.1,1,Sinh nhật,8916000.0,13125000.0,4.5,Có,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,5,Hai tuần một lần,13.0,8916000.0,10868604.0,17506989.0,0,0,Khách hàng phổ thông / mới,0.2168801328402165
2155,51,Nam,TP. Hồ Chí Minh,Miền Nam,Nhẫn,Vàng đính đá quý,18,7.49,1,Cưới hỏi,17008000.0,31117000.0,4.9,Không,Có,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,16,Hàng quý,90.0,54426000.0,56047895.0,5563964.0,0,3,Khách hàng trung thành,0.22755251586784056
2156,41,Nữ,Tiền Giang,Miền Nam,Nhẫn,Bạch kim,20,6.17,1,Quà tặng người yêu,13760000.0,6000000.0,3.5,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,24,Nửa năm một lần,207.0,66048000.0,62745600.0,1404370.0,1,3,Khách hàng trung thành,0.6227647688550646
2157,39,Nữ,Vĩnh Phúc,Miền Bắc,Trang sức bộ,Vàng 18K,18,29.95,0,Quà tặng người yêu,47506000.0,17629000.0,2.7,Có,Không,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,16,Nửa năm một lần,187.0,152019000.0,166430401.0,7380041.0,0,1,Khách hàng VIP (giá trị cao nhất),0.2690725499715514
2158,48,Nữ,Lào Cai,Miền Bắc,Lắc chân,Vàng đính đá quý,18,5.43,1,Cưới hỏi,13250000.0,17144000.0,4.4,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,30,Nửa năm một lần,191.0,79500000.0,79603350.0,2703551.0,0,3,Khách hàng trung thành,0.5450643228040198
2159,57,Nam,Long An,Miền Nam,Nhẫn,Vàng 24K,24,6.93,0,Quà tặng người yêu,15026000.0,25581000.0,2.8,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,26,Hàng tháng,31.0,78135000.0,71110664.0,14595959.0,1,3,Khách hàng trung thành,0.6824299902431611
2160,34,Nữ,An Giang,Miền Nam,Dây chuyền,Vàng 18K,18,7.98,1,Quà tặng người yêu,17738000.0,6000000.0,3.6,Không,Không,Không,Tiền mặt,Nhận tại cửa hàng,Online,3,Hai tuần một lần,15.0,10643000.0,10171515.0,36949182.0,0,0,Khách hàng phổ thông / mới,0.5434491712103251
2161,56,Nữ,An Giang,Miền Nam,Nhẫn,Vàng 18K,18,7.87,0,Tự mua sắm,11652000.0,16016000.0,4.3,Không,Có,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,16,Hàng quý,88.0,37286000.0,37121942.0,3071243.0,0,3,Khách hàng trung thành,0.3809777339565828
2162,29,Nam,Vĩnh Phúc,Miền Bắc,Bông tai,Bạc,5,3.85,0,Tự mua sắm,468000.0,15621000.0,3.9,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,22,Hàng tháng,26.0,2059000.0,2002995.0,480090.0,0,3,Khách hàng trung thành,0.3734859206219152
2163,37,Nữ,Hải Phòng,Miền Bắc,Dây chuyền,Bạc,5,10.27,0,Quà tặng người yêu,859000.0,23057000.0,3.4,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,23,Hàng tháng,34.0,3951000.0,3730929.0,706753.0,0,3,Khách hàng trung thành,0.5241695451008123
2164,61,Nam,Đà Nẵng,Miền Trung,Trang sức bộ,Vàng 18K,18,32.88,0,Tự mua sắm,45002000.0,21592000.0,3.8,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Tại cửa hàng,16,Hàng quý,92.0,144006000.0,139268203.0,13835346.0,0,1,Khách hàng VIP (giá trị cao nhất),0.37430295377594947
2165,63,Nữ,Vĩnh Phúc,Miền Bắc,Lắc chân,Vàng 24K,24,11.54,0,Quà tặng người yêu,22817000.0,10188000.0,3.1,Có,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Tại cửa hàng,13,Hàng quý,101.0,59324000.0,66585258.0,8340828.0,0,3,Khách hàng trung thành,0.26288291417390747
2166,62,Nam,Bà Rịa - Vũng Tàu,Miền Nam,Vòng tay,Bạch kim,20,5.26,0,Cưới hỏi,10325000.0,19349000.0,2.7,Có,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,10,Hàng quý,96.0,20650000.0,22607620.0,3550459.0,1,0,Khách hàng phổ thông / mới,0.5944284223833329
2167,33,Nữ,Hà Nội,Miền Bắc,Nhẫn,Vàng 24K,24,3.01,0,Quà tặng gia đình,6042000.0,14538000.0,3.5,Có,Có,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,11,Hàng tuần,8.0,13292000.0,15285800.0,14499668.0,0,0,Khách hàng phổ thông / mới,0.22006472432751992
2168,58,Nam,Quảng Ngãi,Miền Trung,Lắc chân,Vàng 18K,18,8.53,0,Sinh nhật,13577000.0,24725000.0,2.6,Không,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Online,1,Hàng tháng,31.0,2715000.0,2439970.0,13722022.0,0,0,Khách hàng phổ thông / mới,0.5372262786338816
2169,62,Nữ,An Giang,Miền Nam,Bông tai,Vàng 24K,24,1.02,0,Quà tặng người yêu,2608000.0,19997000.0,4.9,Không,Không,Không,Tiền mặt,Nhận tại cửa hàng,Online,26,Hàng tháng,34.0,13562000.0,13966148.0,2507546.0,0,3,Khách hàng trung thành,0.5121764370493155
2170,64,Nam,Tây Ninh,Miền Nam,Bông tai,Vàng 18K,18,2.59,0,Cưới hỏi,4094000.0,34080000.0,3.6,Không,Có,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Tại cửa hàng,22,Hàng tháng,33.0,18014000.0,17215980.0,4485635.0,0,3,Khách hàng trung thành,0.4174280094557821
2171,19,Nữ,TP. Hồ Chí Minh,Miền Nam,Nhẫn,Vàng 18K,18,2.78,0,Tự mua sắm,4408000.0,14492000.0,4.7,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Online,9,Nửa năm một lần,178.0,7934000.0,8079986.0,954280.0,0,0,Khách hàng phổ thông / mới,0.3607231698310192
2172,53,Nam,Kiên Giang,Miền Nam,Bông tai,Bạc,5,3.62,0,Cưới hỏi,300000.0,17205000.0,4.9,Có,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,4,Hàng tháng,28.0,240000.0,299184.0,262698.0,0,0,Khách hàng phổ thông / mới,0.17812571678264683
2173,65,Nữ,Hà Nội,Miền Bắc,Lắc chân,Vàng 18K,18,8.38,0,Quà tặng gia đình,13418000.0,18175000.0,3.6,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Tại cửa hàng,16,Hàng tháng,29.0,42938000.0,41035847.0,11854743.0,0,3,Khách hàng trung thành,0.5001687275528135
2174,54,Nam,Thanh Hóa,Miền Trung,Trang sức bộ,Vàng 18K,18,14.73,0,Sinh nhật,23830000.0,19889000.0,3.6,Có,Không,Có,Thẻ tín dụng,Giao hàng nhanh,Online,26,Hàng năm,330.0,123916000.0,143358420.0,1675977.0,0,1,Khách hàng VIP (giá trị cao nhất),0.12149526175237069
2175,29,Nam,Hà Nội,Miền Bắc,Vòng tay,Bạch kim,20,13.05,0,Quà tặng người yêu,24628000.0,25633000.0,4.7,Không,Không,Không,Thẻ tín dụng,Giao hàng nhanh,Tại cửa hàng,30,Hàng quý,83.0,147768000.0,150486931.0,8526716.0,0,1,Khách hàng VIP (giá trị cao nhất),0.3890036031183589
2176,54,Nam,Tây Ninh,Miền Nam,Vòng tay,Vàng 24K,24,10.95,1,Sinh nhật,29671000.0,18145000.0,2.6,Có,Không,Không,Thẻ tín dụng,Nhận tại cửa hàng,Online,8,Hàng tháng,27.0,47474000.0,51646965.0,35735242.0,0,0,Khách hàng phổ thông / mới,0.3429895393607762
2177,23,Nam,An Giang,Miền Nam,Dây chuyền,Bạch kim,20,14.89,1,Tự mua sắm,31332000.0,16612000.0,3.7,Có,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,14,Nửa năm một lần,158.0,87730000.0,102100174.0,7006392.0,0,1,Khách hàng VIP (giá trị cao nhất),0.2475265599488346
2178,41,Nam,Hà Nội,Miền Bắc,Bông tai,Vàng 18K,18,1.33,0,Sinh nhật,2260000.0,22959000.0,3.2,Không,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,18,Nửa năm một lần,176.0,8136000.0,7590074.0,379961.0,1,3,Khách hàng trung thành,0.6913581459811189
2179,48,Nữ,Hà Nội,Miền Bắc,Trang sức bộ,Vàng đính đá quý,18,31.02,1,Quà tặng gia đình,57669000.0,14256000.0,4.4,Không,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,18,Hàng năm,393.0,207608000.0,207877890.0,4148767.0,1,1,Khách hàng VIP (giá trị cao nhất),0.6613206750921043
2180,39,Nữ,Thanh Hóa,Miền Trung,Vòng tay,Vàng 24K,24,19.99,0,Quà tặng gia đình,43612000.0,24755000.0,4.6,Không,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,9,Hàng năm,318.0,78502000.0,79498975.0,4226729.0,1,2,Khách hàng có nguy cơ rời bỏ,0.5801215351805988
2181,51,Nam,Hải Dương,Miền Bắc,Nhẫn,Bạc,5,5.02,1,Quà tặng người yêu,4674000.0,18414000.0,4.1,Có,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Tại cửa hàng,25,Nửa năm một lần,190.0,23370000.0,27843018.0,627060.0,0,3,Khách hàng trung thành,0.23660939451529037
2182,29,Nữ,Long An,Miền Nam,Nhẫn,Bạc,5,5.92,0,Quà tặng người yêu,300000.0,20389500.0,3.5,Không,Có,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,22,Hàng tháng,34.0,1320000.0,1254000.0,364266.0,0,3,Khách hàng trung thành,0.24403118138208815
